format,numChunks,framesPerChunk,service,serialization_ms,deserialization_ms,total_ms,message_size_bytes,ram_bytes,timestamp
BSON,2000,100,MetadataService,213,246,471,72445848,386269176,1772761992329
BSON,2000,100,AudioService,220,253,486,72445848,383647152,1772761992329
BSON,2000,100,VideoService,208,221,443,72445848,415301936,1772761992329
BSON,2000,100,MetadataService,223,227,462,72445848,570556496,1772761992329
BSON,2000,100,AudioService,213,231,457,72445848,414187712,1772761992329
BSON,2000,100,VideoService,212,241,467,72445848,414711936,1772761992329
BSON,2000,100,MetadataService,217,232,461,72445848,414908576,1772761992329
BSON,2000,100,AudioService,235,201,454,72445848,413794448,1772761992329
BSON,2000,100,VideoService,222,218,454,72445848,564789328,1772761992329
BSON,2000,100,MetadataService,211,223,445,72445848,414711968,1772761992329
BSON,2000,100,AudioService,211,237,461,72445848,415629424,1772761992329
BSON,2000,100,VideoService,239,233,486,72445848,411893872,1772761992329
BSON,2000,100,MetadataService,212,254,478,72445848,385744896,1772761992329
BSON,4000,100,AudioService,535,436,1003,144893848,943128704,1772762026462
BSON,4000,100,VideoService,431,548,1008,144893848,745275488,1772762026462
BSON,4000,100,MetadataService,452,451,927,144893848,853606688,1772762026462
BSON,4000,100,AudioService,430,443,901,144893848,957415688,1772762026462
BSON,4000,100,VideoService,451,457,936,144893848,828113104,1772762026462
BSON,4000,100,MetadataService,427,449,899,144893848,845873344,1772762026462
BSON,4000,100,AudioService,457,461,944,144893848,787865976,1772762026462
BSON,4000,100,VideoService,436,443,907,144893848,970588336,1772762026462
BSON,4000,100,MetadataService,451,454,929,144893848,834273456,1772762026462
BSON,4000,100,AudioService,448,446,921,144893848,962330896,1772762026462
BSON,4000,100,VideoService,444,455,928,144893848,825753808,1772762026462
BSON,4000,100,MetadataService,435,450,909,144893848,839057728,1772762026462
BSON,4000,100,AudioService,450,460,937,144893848,802291672,1772762026462
BSON,4000,100,VideoService,435,451,914,144893848,968622288,1772762026462
BSON,4000,100,MetadataService,450,450,924,144893848,830669120,1772762026462
BSON,4000,100,AudioService,450,440,918,144893848,970719440,1772762026462
BSON,4000,100,VideoService,461,446,935,144893848,831258832,1772762026462
BSON,4000,100,MetadataService,432,447,902,144893848,842924272,1772762026462
BSON,4000,100,AudioService,450,473,949,144893848,799932472,1772762026462
BSON,4000,100,VideoService,444,441,913,144893848,965542112,1772762026462
BSON,4000,100,MetadataService,446,448,918,144893848,831717696,1772762026462
BSON,4000,100,AudioService,439,448,915,144893848,965738768,1772762026462
BSON,4000,100,VideoService,432,445,905,144893848,892469552,1772762026462
BSON,4000,100,MetadataService,431,498,953,144893848,824312016,1772762026462
BSON,4000,100,AudioService,435,485,946,144893848,774766648,1772762026462
BSON,4000,100,VideoService,453,448,930,144893848,972488832,1772762026462
BSON,4000,100,MetadataService,449,460,934,144893848,824115456,1772762026462
BSON,4000,100,AudioService,453,463,944,144893848,874643760,1772762026462
BSON,4000,100,VideoService,437,446,911,144893848,848101600,1772762026462
BSON,4000,100,MetadataService,435,461,919,144893848,842793168,1772762026462
